trade_id,pair,timeframe,direction,entry_price,confidence,pnl,rr_ratio,duration_hours,timestamp,equity_after
27,XAUUSD,1H,BUY,1929.8332094447446,90.46182860709615,34.61,2.388537947345597,1,2016-06-10T02:51:00.478509,10869.77
28,XAUUSD,1H,SELL,1854.8765634463682,72.16345055672319,80.06,2.326264652072207,11,2016-06-10T06:51:00.478509,10949.83
29,XAUUSD,1H,SELL,1854.0698672859876,85.56541096063809,-146.39,1.6686394873653303,18,2016-06-10T10:51:00.478509,10803.44
30,XAUUSD,1H,BUY,1825.8476712978684,76.04758111347665,-143.9,1.3014652563791056,14,2016-06-10T14:51:00.478509,10659.54
31,XAUUSD,1H,BUY,1957.9455964972913,75.44435163593053,-21.84,1.2271617016487568,17,2016-06-10T18:51:00.478509,10637.7
32,XAUUSD,1H,SELL,1904.6482480358957,92.84039849487661,292.24,1.251665562286109,23,2016-06-10T22:51:00.478509,10929.94
33,XAUUSD,1H,SELL,1833.9956827672627,86.26041717809925,242.42,1.9421348972739847,23,2016-06-11T02:51:00.478509,11172.36
34,XAUUSD,1H,SELL,1880.6955918439983,93.56411606144421,-44.56,1.6999288564919517,16,2016-06-11T06:51:00.478509,11127.8
35,XAUUSD,1H,SELL,1895.4997310157792,80.04553065279183,-164.61,2.3548104849303355,22,2016-06-11T10:51:00.478509,10963.19
36,XAUUSD,1H,BUY,1858.908243477765,87.05219665433236,-27.7,2.1453749778415205,15,2016-06-11T14:51:00.478509,10935.49
37,XAUUSD,1H,SELL,1914.386689930517,81.00633078063328,-58.51,1.4460636597129217,7,2016-06-11T18:51:00.478509,10876.98
38,XAUUSD,1H,SELL,1981.7643071253444,86.33730178034648,-92.52,2.3098051550902747,8,2016-06-11T22:51:00.478509,10784.46
39,XAUUSD,1H,BUY,1852.117437032763,73.12169106153515,106.13,1.4238269319330161,9,2016-06-12T02:51:00.478509,10890.59
40,XAUUSD,1H,SELL,1955.7422441229426,68.46962135172652,99.76,2.149162778095284,13,2016-06-12T06:51:00.478509,10990.35
41,XAUUSD,1H,SELL,1931.681189836576,87.73479854166172,-83.34,1.7196437939255282,9,2016-06-12T10:51:00.478509,10907.01
42,XAUUSD,1H,BUY,1851.717570526143,90.36921453490788,-131.61,2.358843888270164,22,2016-06-12T14:51:00.478509,10775.4
43,XAUUSD,1H,BUY,1910.6399534715965,83.53976559690967,292.48,1.4194114598933676,23,2016-06-12T18:51:00.478509,11067.88
44,XAUUSD,1H,BUY,1858.1267337566924,77.28014351331349,59.32,2.0509752989873866,17,2016-06-12T22:51:00.478509,11127.2
45,XAUUSD,1H,BUY,1876.5771275338623,82.08640799442563,231.17,1.7279965316546901,19,2016-06-13T02:51:00.478509,11358.37
46,XAUUSD,1H,BUY,1928.7762275197033,80.03485812867783,232.12,2.0419507358115614,6,2016-06-13T06:51:00.478509,11590.49
47,XAUUSD,1H,SELL,1826.4935609929198,91.95668049217329,177.43,2.2318162599929434,4,2016-06-13T10:51:00.478509,11767.92
48,XAUUSD,1H,BUY,1894.7496870223922,77.19265286350897,-169.14,1.7010011426565868,20,2016-06-13T14:51:00.478509,11598.78
49,XAUUSD,1H,BUY,1815.2211930284266,92.0930905837785,119.69,1.8681435169880256,20,2016-06-13T18:51:00.478509,11718.47
50,XAUUSD,1H,BUY,1842.0056224072293,65.40016371645736,-81.74,1.322114559226218,1,2016-06-13T22:51:00.478509,11636.73
51,XAUUSD,1H,BUY,1898.3940167367812,88.94567730593442,78.63,1.72884434425498,22,2016-06-14T02:51:00.478509,11715.36
52,XAUUSD,1H,SELL,1879.8915359015184,74.45351369080267,-98.24,1.941526214779683,10,2016-06-14T06:51:00.478509,11617.12
53,XAUUSD,1H,SELL,1835.2518031640761,87.54237220530425,269.35,1.7587371997980878,2,2016-06-14T10:51:00.478509,11886.47
54,XAUUSD,1H,BUY,1844.222961701403,77.89486811254838,-145.76,1.4853199350370305,2,2016-06-14T14:51:00.478509,11740.71
55,XAUUSD,1H,SELL,1921.8150076331835,71.14849421073725,268.25,1.8467703258669455,15,2016-06-14T18:51:00.478509,12008.96
56,XAUUSD,1H,SELL,1899.5290846103562,91.43119087025163,116.46,1.942175823649407,3,2016-06-14T22:51:00.478509,12125.42
57,XAUUSD,1H,SELL,1992.848799183537,77.66726485838431,233.6,1.4336585220826776,7,2016-06-15T02:51:00.478509,12359.02
58,XAUUSD,1H,SELL,1919.3760201601308,70.62720666469426,-31.46,1.3346014599674467,4,2016-06-15T06:51:00.478509,12327.56
59,XAUUSD,1H,BUY,1854.4928582348573,68.2841467276494,67.38,2.1666368083408303,10,2016-06-15T10:51:00.478509,12394.94
60,XAUUSD,1H,SELL,1916.2042419903369,93.3317565825901,250.65,1.613723031399227,4,2016-06-15T14:51:00.478509,12645.59
61,XAUUSD,1H,SELL,1886.8634465299772,85.67037202504474,-25.81,1.552126817302109,13,2016-06-15T18:51:00.478509,12619.78
62,XAUUSD,1H,SELL,1975.3143774223176,76.95654222245545,238.86,1.6577270631266081,15,2016-06-15T22:51:00.478509,12858.64
63,XAUUSD,1H,SELL,1800.005467002802,90.6338311941055,-108.08,2.4402967020430975,14,2016-06-16T02:51:00.478509,12750.56
64,XAUUSD,1H,SELL,1804.504712255109,85.4222188032981,298.02,1.2891034336729912,12,2016-06-16T06:51:00.478509,13048.58
65,XAUUSD,1H,BUY,1963.7747801144915,65.52265980752442,72.96,2.4125110371478287,6,2016-06-16T10:51:00.478509,13121.54
66,XAUUSD,1H,BUY,1980.47320814036,78.50015837329582,-168.97,1.3355099731451816,19,2016-06-16T14:51:00.478509,12952.57
67,XAUUSD,1H,SELL,1932.8683551718586,79.48745927257232,36.87,1.266063571903428,14,2016-06-16T18:51:00.478509,12989.44
68,XAUUSD,1H,BUY,1887.493388402343,73.42227727092325,160.37,1.248647185288282,22,2016-06-16T22:51:00.478509,13149.81
69,XAUUSD,1H,SELL,1805.587894386235,73.62508144884538,-64.02,2.389386717184713,19,2016-06-17T02:51:00.478509,13085.79
70,XAUUSD,1H,SELL,1889.4513184349432,70.34789950109605,107.63,2.2992103241394948,22,2016-06-17T06:51:00.478509,13193.42
71,XAUUSD,1H,SELL,1853.5061589434017,72.30661107850665,214.2,1.6338364318353469,22,2016-06-17T10:51:00.478509,13407.62
72,XAUUSD,1H,SELL,1834.4634695631119,75.97018032514491,-82.63,1.932836428540028,4,2016-06-17T14:51:00.478509,13324.99
73,XAUUSD,1H,SELL,1931.9569927473235,80.54929381838777,43.63,1.8461138788910512,1,2016-06-17T18:51:00.478509,13368.62
74,XAUUSD,1H,SELL,1999.6465712390407,79.61517725303365,85.58,2.3321319561572693,21,2016-06-17T22:51:00.478509,13454.2
75,XAUUSD,1H,BUY,1964.6411383140753,71.5757496644827,240.95,2.2401952084991104,17,2016-06-18T02:51:00.478509,13695.15
76,XAUUSD,1H,SELL,1976.288720869749,91.55299171278688,-155.57,1.9837081841175381,23,2016-06-18T06:51:00.478509,13539.58
77,XAUUSD,1H,SELL,1972.0708475761865,70.35071938113016,137.28,2.0590602015343746,9,2016-06-18T10:51:00.478509,13676.86
78,XAUUSD,1H,SELL,1905.1421222284741,91.13248585289813,-74.14,1.608999562711928,22,2016-06-18T14:51:00.478509,13602.72
79,XAUUSD,1H,BUY,1853.0801955860054,89.72315368334255,-151.01,2.0131741340336093,11,2016-06-18T18:51:00.478509,13451.71
80,XAUUSD,1H,BUY,1985.3511233054116,89.09881512561059,257.45,1.62344791352211,3,2016-06-18T22:51:00.478509,13709.16
81,XAUUSD,1H,SELL,1910.6189122300207,85.6020598811231,40.97,1.6640369165501219,22,2016-06-19T02:51:00.478509,13750.13
82,XAUUSD,1H,SELL,1899.9750649539992,75.3343273601393,282.04,2.24451816358839,2,2016-06-19T06:51:00.478509,14032.17
83,XAUUSD,1H,SELL,1949.7145610095338,92.70309632724752,-70.93,1.717880715779783,21,2016-06-19T10:51:00.478509,13961.24
84,XAUUSD,1H,BUY,1961.1752440676903,94.44721749044197,-191.75,1.3616201901814118,12,2016-06-19T14:51:00.478509,13769.49
85,XAUUSD,1H,SELL,1906.2155931666218,67.53595376196148,108.34,2.3342829233676508,13,2016-06-19T18:51:00.478509,13877.83
86,XAUUSD,1H,SELL,1987.730527144187,90.55338345401252,43.51,2.2381600308347043,10,2016-06-19T22:51:00.478509,13921.34
87,XAUUSD,1H,SELL,1858.8293739081166,91.50770461020156,65.41,2.2779602816890607,15,2016-06-20T02:51:00.478509,13986.75
88,XAUUSD,1H,BUY,1998.1530323762088,84.47818016601977,-99.73,1.7239261715590786,16,2016-06-20T06:51:00.478509,13887.02
89,XAUUSD,1H,BUY,1848.7237644029549,91.56667414877361,-182.29,1.676745922894114,2,2016-06-20T10:51:00.478509,13704.73
90,XAUUSD,1H,BUY,1829.9661965929392,89.70301662356229,-69.22,2.107855192917906,1,2016-06-20T14:51:00.478509,13635.51
91,XAUUSD,1H,BUY,1928.3404626907063,87.0454121054733,-39.51,1.481440754753678,23,2016-06-21T02:51:00.478509,13596.0
92,XAUUSD,1H,BUY,1968.6593131803197,77.8407935111623,184.13,1.8566524964475297,11,2016-06-21T06:51:00.478509,13780.13
93,XAUUSD,1H,SELL,1996.7436295948082,78.05717542359433,-42.0,1.7356907402207953,16,2016-06-21T10:51:00.478509,13738.13
94,XAUUSD,1H,SELL,1850.2819935881864,65.00370706615962,-117.62,1.7666950394401901,10,2016-06-21T14:51:00.478509,13620.51
95,XAUUSD,1H,SELL,1834.0153337704276,87.65214349445236,183.86,1.3681761068378566,23,2016-06-21T18:51:00.478509,13804.37
96,XAUUSD,1H,SELL,1996.2926061905985,75.06547453561348,30.93,1.7624120804797145,22,2016-06-21T22:51:00.478509,13835.3
97,XAUUSD,1H,BUY,1988.8165186293882,80.68775774997178,33.81,2.0863531809830116,10,2016-06-22T02:51:00.478509,13869.11
98,XAUUSD,1H,SELL,1967.3296558969319,91.70060464152205,-165.47,1.4826636254012855,1,2016-06-22T06:51:00.478509,13703.64
99,XAUUSD,1H,BUY,1820.1340381313644,79.77832964809397,-125.56,1.415343366441364,3,2016-06-22T10:51:00.478509,13578.08
100,XAUUSD,1H,SELL,1877.0247470698762,67.17652450346998,137.63,1.685291072899128,18,2016-06-22T14:51:00.478509,13715.71
101,XAUUSD,1H,BUY,1950.8527086313513,74.46294110868088,218.31,1.9249035486164332,23,2016-06-22T18:51:00.478509,13934.02
102,XAUUSD,1H,BUY,1802.1629836460213,75.265957690397,268.51,1.320841774655232,14,2016-06-22T22:51:00.478509,14202.53
103,XAUUSD,1H,BUY,1885.9705518748272,66.18113077797665,287.89,2.335682728552247,3,2016-06-23T02:51:00.478509,14490.42
104,XAUUSD,1H,BUY,1811.011460049944,65.78918520141227,131.24,2.325547308599186,2,2016-06-23T06:51:00.478509,14621.66
105,XAUUSD,1H,SELL,1873.6254374779369,89.06990498564346,-27.31,1.7407699570600377,14,2016-06-23T10:51:00.478509,14594.35
106,XAUUSD,1H,BUY,1805.6389470756262,77.5289740299263,114.24,2.0560166334903487,11,2016-06-23T14:51:00.478509,14708.59
107,XAUUSD,1H,SELL,1852.7073775406443,68.47240449199373,218.6,1.7255887216390526,9,2016-06-23T18:51:00.478509,14927.19
108,XAUUSD,1H,BUY,1938.76869850513,78.09695225633334,97.55,1.7459914738766122,3,2016-06-23T22:51:00.478509,15024.74
109,XAUUSD,1H,BUY,1964.4652094974613,80.52836543396373,-138.8,1.5497526237052595,22,2016-06-24T02:51:00.478509,14885.94
110,XAUUSD,1H,SELL,1871.3229371077184,82.64675356377006,243.37,2.027318700918732,9,2016-06-24T06:51:00.478509,15129.31
111,XAUUSD,1H,BUY,1837.2174568967798,73.04374979899166,120.35,2.267664614799785,5,2016-06-24T10:51:00.478509,15249.66
112,XAUUSD,1H,SELL,1943.485922102763,85.38130137151174,84.65,2.17730403235849,14,2016-06-24T14:51:00.478509,15334.31
113,XAUUSD,1H,SELL,1993.0422925945652,77.62797210052565,-140.0,1.4628755256252495,16,2016-06-24T18:51:00.478509,15194.31
114,XAUUSD,1H,BUY,1877.973894897259,94.39822132153557,-141.3,2.415478439301819,22,2016-06-24T22:51:00.478509,15053.01
115,XAUUSD,1H,BUY,1872.0166054994381,69.29140764392169,-80.41,1.4306755478978743,6,2016-06-25T02:51:00.478509,14972.6
116,XAUUSD,1H,SELL,1846.82138180053,82.03268439156304,-95.14,2.01383652769661,11,2016-06-25T06:51:00.478509,14877.46
117,XAUUSD,1H,BUY,1998.130916739175,74.21107007660281,53.51,2.1952693349392094,10,2016-06-25T10:51:00.478509,14930.97
118,XAUUSD,1H,SELL,1876.0294398751546,87.63316990087515,-154.33,1.2304594917699014,2,2016-06-25T14:51:00.478509,14776.64
119,XAUUSD,1H,SELL,1904.3294213420322,85.35104694971477,-108.41,2.0201982427083527,22,2016-06-25T18:51:00.478509,14668.23
120,XAUUSD,1H,SELL,1994.4900544515372,83.7748252846254,-86.47,1.6029523374194783,11,2016-06-26T02:51:00.478509,14581.76
121,XAUUSD,1H,SELL,1983.7245560275355,78.02427518626153,-130.52,1.4680108946613204,23,2016-06-26T06:51:00.478509,14451.24
122,XAUUSD,1H,SELL,1912.5527885256536,78.96375234207225,79.27,2.3602162825271886,14,2016-06-26T10:51:00.478509,14530.51
123,XAUUSD,1H,BUY,1869.4123680603132,79.3526938937691,87.61,2.104401339934287,15,2016-06-26T14:51:00.478509,14618.12
124,XAUUSD,1H,BUY,1872.1735220903342,83.42048199798239,107.6,2.394252212283522,18,2016-06-26T18:51:00.478509,14725.72
125,XAUUSD,1H,BUY,1934.875087146467,68.01448511004779,138.86,2.4219124480210907,13,2016-06-26T22:51:00.478509,14864.58
126,XAUUSD,1H,SELL,1944.8769846278021,91.07932898379048,138.55,2.200983571950088,18,2016-06-27T02:51:00.478509,15003.13
127,XAUUSD,1H,BUY,1938.033863024994,90.75481254041836,-128.29,2.234549224470672,8,2016-06-27T06:51:00.478509,14874.84
128,XAUUSD,1H,BUY,1829.784801248522,69.93902057144733,200.76,1.7094757928314457,14,2016-06-27T10:51:00.478509,15075.6
129,XAUUSD,1H,BUY,1951.0960530372508,66.98794387101901,66.2,1.9314667643395937,13,2016-06-27T14:51:00.478509,15141.8
130,XAUUSD,1H,SELL,1977.1921672081107,82.22958351558032,-42.05,2.2589464612757078,20,2016-06-27T18:51:00.478509,15099.75
131,XAUUSD,1H,BUY,1862.187445501807,85.90452475896716,-33.43,2.1996506676391396,22,2016-06-27T22:51:00.478509,15066.32
132,XAUUSD,1H,BUY,1930.6559970550038,80.11666317823274,107.55,1.7449429698438061,15,2016-06-28T02:51:00.478509,15173.87
133,XAUUSD,1H,BUY,1911.9408661553728,88.60096716899697,-100.14,1.77593243914892,1,2016-06-28T06:51:00.478509,15073.73
134,XAUUSD,1H,BUY,1847.012520823438,69.06033928998338,264.4,1.833245067314476,19,2016-06-28T10:51:00.478509,15338.13
135,XAUUSD,1H,BUY,1986.2509256082858,79.09849476708004,177.18,1.880183151063751,23,2016-06-28T14:51:00.478509,15515.31
136,XAUUSD,1H,SELL,1884.6390123600784,78.37424925928838,-189.44,1.4660337342900318,19,2016-06-28T18:51:00.478509,15325.87
137,XAUUSD,1H,BUY,1999.243719898084,94.23579436892265,-20.37,2.228250281372918,2,2016-06-28T22:51:00.478509,15305.5
138,XAUUSD,1H,BUY,1869.7949616859767,90.71652349219151,-102.44,1.7016757058983796,5,2016-06-29T02:51:00.478509,15203.06
139,XAUUSD,1H,BUY,1985.6257149617334,70.73531058918067,260.28,1.7892648628681753,10,2016-06-29T06:51:00.478509,15463.34
140,XAUUSD,1H,BUY,1915.0712634866445,70.41780129147128,193.03,2.3566209948108305,19,2016-06-29T10:51:00.478509,15656.37
141,XAUUSD,1H,SELL,1901.871834692966,91.41169952306682,-147.64,1.637546086157856,3,2016-06-29T14:51:00.478509,15508.73
142,XAUUSD,1H,BUY,1905.403586790983,94.18359745139378,63.01,2.4463544554770706,20,2016-06-29T18:51:00.478509,15571.74
143,XAUUSD,1H,SELL,1921.4028021252734,70.37849869029029,55.36,1.2996835803631772,11,2016-06-29T22:51:00.478509,15627.1
144,XAUUSD,1H,BUY,1899.2505227017289,81.29284292038898,293.69,1.3039664892228027,1,2016-06-30T02:51:00.478509,15920.79
145,XAUUSD,1H,BUY,1902.2610731530913,67.63577695606511,215.17,2.1896391769281305,12,2016-06-30T06:51:00.478509,16135.96
146,XAUUSD,1H,SELL,1988.1776794732077,70.30714937705757,215.87,1.2008336185093196,17,2016-06-30T10:51:00.478509,16351.83
147,XAUUSD,1H,SELL,1897.2608125617853,93.45290872288783,255.11,2.072017083804856,5,2016-06-30T14:51:00.478509,16606.94
148,XAUUSD,1H,BUY,1866.5896678794834,67.64904115057597,88.75,1.2620741725359705,11,2016-06-30T18:51:00.478509,16695.69
149,XAUUSD,1H,SELL,1994.3329408989187,66.99203099685684,-193.71,1.3263669907949827,6,2016-06-30T22:51:00.478509,16501.98
150,XAUUSD,1H,SELL,1811.1208872646432,86.20209882177147,-158.34,1.3648614563005932,18,2016-07-01T02:51:00.478509,16343.64
151,XAUUSD,1H,SELL,1968.0255481384806,84.83575797164728,85.22,2.4588013760572034,1,2016-07-01T06:51:00.478509,16428.86
152,XAUUSD,1H,SELL,1971.3775151330804,72.86252923386898,141.58,1.848032571591888,1,2016-07-01T10:51:00.478509,16570.44
153,XAUUSD,1H,BUY,1891.4609540854835,72.87638215354893,273.32,2.093096117198751,4,2016-07-01T14:51:00.478509,16843.76
154,XAUUSD,1H,BUY,1995.6515389483918,87.44660474983566,-57.17,2.418453687186216,8,2016-07-01T18:51:00.478509,16786.59
155,XAUUSD,1H,BUY,1965.110907204377,71.32918887198511,102.71,1.5051270619576704,4,2016-07-01T22:51:00.478509,16889.3
156,XAUUSD,1H,SELL,1976.3705735871645,68.21118762664281,-45.82,1.9478283538054362,18,2016-07-02T02:51:00.478509,16843.48
157,XAUUSD,1H,SELL,1965.1754911423336,72.39569442718839,218.0,1.2798642873581505,16,2016-07-02T06:51:00.478509,17061.48
158,XAUUSD,1H,BUY,1982.625179790937,83.69054691696618,-70.39,2.361152435487198,18,2016-07-02T10:51:00.478509,16991.09
159,XAUUSD,1H,SELL,1929.8522890606487,84.93078891300578,-61.27,2.3557464477477277,15,2016-07-02T14:51:00.478509,16929.82
160,XAUUSD,1H,SELL,1877.2235775874972,65.70644734486571,117.77,1.361281602233761,12,2016-07-02T18:51:00.478509,17047.59
161,XAUUSD,1H,SELL,1974.2510549779965,85.4964015379941,116.86,2.2952647517480385,15,2016-07-02T22:51:00.478509,17164.45
162,XAUUSD,1H,SELL,1875.5038662614718,93.06636314251884,85.56,2.1343325377694518,2,2016-07-03T02:51:00.478509,17250.01
163,XAUUSD,1H,BUY,1935.6431210819658,89.9197353972663,-118.21,1.6646737518727517,16,2016-07-03T06:51:00.478509,17131.8
164,XAUUSD,1H,BUY,1912.2043703838676,84.92498422642208,-164.64,1.8382529023539829,14,2016-07-03T10:51:00.478509,16967.16
165,XAUUSD,1H,BUY,1813.0483805349725,71.8614050169575,268.88,1.8529094270886395,17,2016-07-03T14:51:00.478509,17236.04
166,XAUUSD,1H,SELL,1877.6056774687713,72.37786356571984,231.48,2.469392534677839,19,2016-07-03T18:51:00.478509,17467.52
167,XAUUSD,1H,BUY,1910.5261621033083,83.93422095290265,-114.06,2.195771689578576,15,2016-07-03T22:51:00.478509,17353.46
168,XAUUSD,1H,SELL,1948.6635107777984,68.84869825418053,-185.72,1.5859663583071901,2,2016-07-04T02:51:00.478509,17167.74
169,XAUUSD,1H,SELL,1989.4754382596323,66.85468037974438,251.73,1.7774392051169414,23,2016-07-04T06:51:00.478509,17419.47
170,XAUUSD,1H,BUY,1973.8602194658638,83.69526991570767,204.62,2.0927509579270005,20,2016-07-04T10:51:00.478509,17624.09
171,XAUUSD,1H,SELL,1859.2898304197583,78.79958103179561,-75.47,1.8569090393742558,1,2016-07-04T14:51:00.478509,17548.62
172,XAUUSD,1H,SELL,1987.061463669734,83.09129301610916,-35.74,2.254580276465892,11,2016-07-04T18:51:00.478509,17512.88
173,XAUUSD,1H,BUY,1907.1473900844067,68.06837927777677,75.5,2.1434085507078224,14,2016-07-04T22:51:00.478509,17588.38
174,XAUUSD,1H,BUY,1902.2770836442412,72.20494979369137,-65.46,2.0714108463018714,6,2016-07-05T02:51:00.478509,17522.92
175,XAUUSD,1H,SELL,1866.4939470822178,84.50080674598567,-128.7,1.711292596222972,4,2016-07-05T06:51:00.478509,17394.22
176,XAUUSD,1H,BUY,1980.649210422554,83.663966448599,-188.82,1.7083466101394773,19,2016-07-05T10:51:00.478509,17205.4
177,XAUUSD,1H,SELL,1909.705016018325,75.23136313325024,-172.45,1.4179501754577015,1,2016-07-06T02:51:00.478509,17032.95
178,XAUUSD,1H,SELL,1978.0945972577097,75.344663101845,106.41,2.1362083028404486,16,2016-07-06T06:51:00.478509,17139.36
179,XAUUSD,1H,SELL,1820.1663938935922,72.16607090245097,-129.79,1.5217675843362368,16,2016-07-06T10:51:00.478509,17009.57
180,XAUUSD,1H,BUY,1933.8541391514168,91.96517377955762,90.93,1.2277103538220844,5,2016-07-06T14:51:00.478509,17100.5
181,XAUUSD,1H,BUY,1995.6127064021105,88.3782166650181,-79.8,1.8427416143645132,1,2016-07-06T18:51:00.478509,17020.7
182,XAUUSD,1H,BUY,1995.3670729816515,68.87029462752109,146.06,1.6188111620279777,18,2016-07-06T22:51:00.478509,17166.76
183,XAUUSD,1H,SELL,1849.5824630229818,90.70711362567275,51.88,2.125681589955714,16,2016-07-07T02:51:00.478509,17218.64
184,XAUUSD,1H,BUY,1909.4985802460992,82.94316552325247,234.94,1.7847686038178887,7,2016-07-07T06:51:00.478509,17453.58
185,XAUUSD,1H,BUY,1866.2241242244659,70.68721686727554,218.4,1.90490016549905,11,2016-07-07T10:51:00.478509,17671.98
186,XAUUSD,1H,SELL,1970.087321460569,66.52061516692203,-143.2,2.478199421779354,22,2016-07-07T14:51:00.478509,17528.78
187,XAUUSD,1H,SELL,1872.746036834078,73.60964877496218,-22.46,2.432346813844629,6,2016-07-07T18:51:00.478509,17506.32
188,XAUUSD,1H,SELL,1970.8391766759241,87.00254628944008,240.3,2.1901516031820343,7,2016-07-07T22:51:00.478509,17746.62
189,XAUUSD,1H,SELL,1832.3304192466596,66.34613428498568,-72.78,1.4611211340768542,14,2016-07-08T02:51:00.478509,17673.84
190,XAUUSD,1H,SELL,1952.1716623041586,65.30724997590174,-119.49,2.3465267663708804,4,2016-07-08T06:51:00.478509,17554.35
191,XAUUSD,1H,SELL,1842.253212743744,87.1287133885665,210.41,1.3391598605633095,14,2016-07-08T10:51:00.478509,17764.76
192,XAUUSD,1H,BUY,1823.1822895198081,83.1063926894763,69.72,1.319638075143593,9,2016-07-08T14:51:00.478509,17834.48
193,XAUUSD,1H,SELL,1803.4407638294651,78.03255215410739,-130.98,1.243809298718652,11,2016-07-08T18:51:00.478509,17703.5
194,XAUUSD,1H,SELL,1950.1165608833414,90.45243698865077,190.08,2.3686230504904637,9,2016-07-08T22:51:00.478509,17893.58
195,XAUUSD,1H,SELL,1959.956225235259,71.91014171592958,105.97,1.5744457656280653,17,2016-07-09T02:51:00.478509,17999.55
196,XAUUSD,1H,BUY,1916.154849578796,87.65520260805309,264.89,1.2261860954383346,15,2016-07-09T06:51:00.478509,18264.44
197,XAUUSD,1H,SELL,1940.4729721295223,72.08642398796144,209.97,2.011275794366303,21,2016-07-09T10:51:00.478509,18474.41
198,XAUUSD,1H,BUY,1982.265989660864,68.86566740731269,-101.62,1.791578368365732,22,2016-07-09T14:51:00.478509,18372.79
199,XAUUSD,1H,BUY,1938.3132754967091,70.19623935592861,-80.45,1.7016317582777485,4,2016-07-09T18:51:00.478509,18292.34
200,XAUUSD,1H,SELL,1944.257302627463,69.01070211072144,-119.47,2.1660375084679337,17,2016-07-09T22:51:00.478509,18172.87
201,XAUUSD,1H,SELL,1936.7323765563735,78.58223554922996,213.58,1.429709698300181,12,2016-07-10T02:51:00.478509,18386.45
